REF_DATE,GEO,DGUID,North American Industry Classification System (NAICS),Service detail,Seasonal adjustment,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,TERMINATED,DECIMALS
2020-11,Saskatchewan,2016A000247,Drinking places (alcoholic beverages) [7224],Receipts,Unadjusted,Dollars,81,thousands,3,v42170649,9.5.1.1,6763,,,0
2020-11,Saskatchewan,2016A000247,Full-service restaurants [722511],Receipts,Unadjusted,Dollars,81,thousands,3,v42170643,9.2.1.1,40601,,,0
2020-11,Saskatchewan,2016A000247,Limited-service eating places [722512],Receipts,Unadjusted,Dollars,81,thousands,3,v42170645,9.3.1.1,74136,,,0
2020-11,Alberta,2016A000248,"Total, food services and drinking places",Receipts,Unadjusted,Dollars,81,thousands,3,v42170651,10.1.1.1,619235,,,0
2020-11,Alberta,2016A000248,"Total, food services and drinking places",Receipts,Seasonally adjusted,Dollars,81,thousands,3,v42170714,10.1.1.2,652752,,,0
2020-11,Alberta,2016A000248,Special food services [7223],Receipts,Unadjusted,Dollars,81,thousands,3,v42170657,10.4.1.1,28208,,,0
2020-11,Alberta,2016A000248,Drinking places (alcoholic beverages) [7224],Receipts,Unadjusted,Dollars,81,thousands,3,v42170659,10.5.1.1,13190,,,0
2020-11,Alberta,2016A000248,Full-service restaurants [722511],Receipts,Unadjusted,Dollars,81,thousands,3,v42170653,10.2.1.1,245972,,,0
2020-11,Alberta,2016A000248,Limited-service eating places [722512],Receipts,Unadjusted,Dollars,81,thousands,3,v42170655,10.3.1.1,331864,,,0
2020-11,British Columbia,2016A000259,"Total, food services and drinking places",Receipts,Unadjusted,Dollars,81,thousands,3,v42170661,11.1.1.1,786265,,,0
2020-11,British Columbia,2016A000259,"Total, food services and drinking places",Receipts,Seasonally adjusted,Dollars,81,thousands,3,v42170715,11.1.1.2,839187,,,0
2020-11,British Columbia,2016A000259,Special food services [7223],Receipts,Unadjusted,Dollars,81,thousands,3,v42170667,11.4.1.1,47244,,,0
2020-11,British Columbia,2016A000259,Drinking places (alcoholic beverages) [7224],Receipts,Unadjusted,Dollars,81,thousands,3,v42170669,11.5.1.1,36577,,,0
2020-11,British Columbia,2016A000259,Full-service restaurants [722511],Receipts,Unadjusted,Dollars,81,thousands,3,v42170663,11.2.1.1,346425,,,0
2020-11,British Columbia,2016A000259,Limited-service eating places [722512],Receipts,Unadjusted,Dollars,81,thousands,3,v42170665,11.3.1.1,356019,,,0
2020-11,Yukon,2016A000260,"Total, food services and drinking places",Receipts,Unadjusted,Dollars,81,thousands,3,v42170671,12.1.1.1,5779,,,0
2020-11,Yukon,2016A000260,"Total, food services and drinking places",Receipts,Seasonally adjusted,Dollars,81,thousands,3,v42170716,12.1.1.2,6281,,,0
2020-11,Yukon,2016A000260,Special food services [7223],Receipts,Unadjusted,Dollars,81,thousands,3,v42170677,12.4.1.1,,x,,0
2020-11,Yukon,2016A000260,Drinking places (alcoholic beverages) [7224],Receipts,Unadjusted,Dollars,81,thousands,3,v42170679,12.5.1.1,,x,,0
2020-11,Yukon,2016A000260,Full-service restaurants [722511],Receipts,Unadjusted,Dollars,81,thousands,3,v42170673,12.2.1.1,,x,,0
2020-11,Yukon,2016A000260,Limited-service eating places [722512],Receipts,Unadjusted,Dollars,81,thousands,3,v42170675,12.3.1.1,,x,,0
2020-11,Northwest Territories,2016A000261,"Total, food services and drinking places",Receipts,Unadjusted,Dollars,81,thousands,3,v42170681,13.1.1.1,4520,,,0
2020-11,Northwest Territories,2016A000261,"Total, food services and drinking places",Receipts,Seasonally adjusted,Dollars,81,thousands,3,v42170717,13.1.1.2,4820,,,0
2020-11,Northwest Territories,2016A000261,Special food services [7223],Receipts,Unadjusted,Dollars,81,thousands,3,v42170687,13.4.1.1,,x,,0
2020-11,Northwest Territories,2016A000261,Drinking places (alcoholic beverages) [7224],Receipts,Unadjusted,Dollars,81,thousands,3,v42170689,13.5.1.1,,x,,0
2020-11,Northwest Territories,2016A000261,Full-service restaurants [722511],Receipts,Unadjusted,Dollars,81,thousands,3,v42170683,13.2.1.1,,x,,0
2020-11,Northwest Territories,2016A000261,Limited-service eating places [722512],Receipts,Unadjusted,Dollars,81,thousands,3,v42170685,13.3.1.1,,x,,0
2020-11,Nunavut,2016A000262,"Total, food services and drinking places",Receipts,Unadjusted,Dollars,81,thousands,3,v42170691,14.1.1.1,,F,,0
2020-11,Nunavut,2016A000262,"Total, food services and drinking places",Receipts,Seasonally adjusted,Dollars,81,thousands,3,v42170718,14.1.1.2,,F,,0
2020-11,Nunavut,2016A000262,Special food services [7223],Receipts,Unadjusted,Dollars,81,thousands,3,v42170697,14.4.1.1,,x,,0
2020-11,Nunavut,2016A000262,Drinking places (alcoholic beverages) [7224],Receipts,Unadjusted,Dollars,81,thousands,3,v42170699,14.5.1.1,,..,,0
2020-11,Nunavut,2016A000262,Full-service restaurants [722511],Receipts,Unadjusted,Dollars,81,thousands,3,v42170693,14.2.1.1,,x,,0
2020-11,Nunavut,2016A000262,Limited-service eating places [722512],Receipts,Unadjusted,Dollars,81,thousands,3,v42170695,14.3.1.1,,x,,0
2020-12,Canada,2016A000011124,"Total, food services and drinking places",Receipts,Unadjusted,Dollars,81,thousands,3,v42170561,1.1.1.1,4283448,,,0
2020-12,Canada,2016A000011124,"Total, food services and drinking places",Receipts,Seasonally adjusted,Dollars,81,thousands,3,v42170701,1.1.1.2,4250426,,,0
2020-12,Canada,2016A000011124,Special food services [7223],Receipts,Unadjusted,Dollars,81,thousands,3,v42170567,1.4.1.1,267207,,,0
2020-12,Canada,2016A000011124,Special food services [7223],Receipts,Seasonally adjusted,Dollars,81,thousands,3,v42170704,1.4.1.2,250129,,,0
2020-12,Canada,2016A000011124,Drinking places (alcoholic beverages) [7224],Receipts,Unadjusted,Dollars,81,thousands,3,v42170569,1.5.1.1,82520,,,0
2020-12,Canada,2016A000011124,Drinking places (alcoholic beverages) [7224],Receipts,Seasonally adjusted,Dollars,81,thousands,3,v42170705,1.5.1.2,77185,,,0
2020-12,Canada,2016A000011124,Full-service restaurants [722511],Receipts,Unadjusted,Dollars,81,thousands,3,v42170563,1.2.1.1,1486320,,,0
2020-12,Canada,2016A000011124,Full-service restaurants [722511],Receipts,Seasonally adjusted,Dollars,81,thousands,3,v42170702,1.2.1.2,1422545,,,0
2020-12,Canada,2016A000011124,Limited-service eating places [722512],Receipts,Unadjusted,Dollars,81,thousands,3,v42170565,1.3.1.1,2447400,,,0
2020-12,Canada,2016A000011124,Limited-service eating places [722512],Receipts,Seasonally adjusted,Dollars,81,thousands,3,v42170703,1.3.1.2,2500566,,,0
2020-12,Newfoundland and Labrador,2016A000210,"Total, food services and drinking places",Receipts,Unadjusted,Dollars,81,thousands,3,v42170571,2.1.1.1,66408,,,0
2020-12,Newfoundland and Labrador,2016A000210,"Total, food services and drinking places",Receipts,Seasonally adjusted,Dollars,81,thousands,3,v42170706,2.1.1.2,67485,,,0
2020-12,Newfoundland and Labrador,2016A000210,Special food services [7223],Receipts,Unadjusted,Dollars,81,thousands,3,v42170577,2.4.1.1,,x,,0
2020-12,Newfoundland and Labrador,2016A000210,Drinking places (alcoholic beverages) [7224],Receipts,Unadjusted,Dollars,81,thousands,3,v42170579,2.5.1.1,,x,,0
2020-12,Newfoundland and Labrador,2016A000210,Full-service restaurants [722511],Receipts,Unadjusted,Dollars,81,thousands,3,v42170573,2.2.1.1,19954,,,0
2020-12,Newfoundland and Labrador,2016A000210,Limited-service eating places [722512],Receipts,Unadjusted,Dollars,81,thousands,3,v42170575,2.3.1.1,40977,,,0
2020-12,Prince Edward Island,2016A000211,"Total, food services and drinking places",Receipts,Unadjusted,Dollars,81,thousands,3,v42170581,3.1.1.1,20114,,,0
2020-12,Prince Edward Island,2016A000211,"Total, food services and drinking places",Receipts,Seasonally adjusted,Dollars,81,thousands,3,v42170707,3.1.1.2,21769,,,0
2020-12,Prince Edward Island,2016A000211,Special food services [7223],Receipts,Unadjusted,Dollars,81,thousands,3,v42170587,3.4.1.1,,x,,0
2020-12,Prince Edward Island,2016A000211,Drinking places (alcoholic beverages) [7224],Receipts,Unadjusted,Dollars,81,thousands,3,v42170589,3.5.1.1,,x,,0
2020-12,Prince Edward Island,2016A000211,Full-service restaurants [722511],Receipts,Unadjusted,Dollars,81,thousands,3,v42170583,3.2.1.1,6438,,,0
2020-12,Prince Edward Island,2016A000211,Limited-service eating places [722512],Receipts,Unadjusted,Dollars,81,thousands,3,v42170585,3.3.1.1,13131,,,0
2020-12,Nova Scotia,2016A000212,"Total, food services and drinking places",Receipts,Unadjusted,Dollars,81,thousands,3,v42170591,4.1.1.1,104589,,,0
2020-12,Nova Scotia,2016A000212,"Total, food services and drinking places",Receipts,Seasonally adjusted,Dollars,81,thousands,3,v42170708,4.1.1.2,108953,,,0
2020-12,Nova Scotia,2016A000212,Special food services [7223],Receipts,Unadjusted,Dollars,81,thousands,3,v42170597,4.4.1.1,4599,,,0
2020-12,Nova Scotia,2016A000212,Drinking places (alcoholic beverages) [7224],Receipts,Unadjusted,Dollars,81,thousands,3,v42170599,4.5.1.1,1529,,,0
2020-12,Nova Scotia,2016A000212,Full-service restaurants [722511],Receipts,Unadjusted,Dollars,81,thousands,3,v42170593,4.2.1.1,26867,,,0
2020-12,Nova Scotia,2016A000212,Limited-service eating places [722512],Receipts,Unadjusted,Dollars,81,thousands,3,v42170595,4.3.1.1,71595,,,0
2020-12,New Brunswick,2016A000213,"Total, food services and drinking places",Receipts,Unadjusted,Dollars,81,thousands,3,v42170601,5.1.1.1,88515,,,0
2020-12,New Brunswick,2016A000213,"Total, food services and drinking places",Receipts,Seasonally adjusted,Dollars,81,thousands,3,v42170709,5.1.1.2,89702,,,0
2020-12,New Brunswick,2016A000213,Special food services [7223],Receipts,Unadjusted,Dollars,81,thousands,3,v42170607,5.4.1.1,2403,,,0
2020-12,New Brunswick,2016A000213,Drinking places (alcoholic beverages) [7224],Receipts,Unadjusted,Dollars,81,thousands,3,v42170609,5.5.1.1,2702,,,0
2020-12,New Brunswick,2016A000213,Full-service restaurants [722511],Receipts,Unadjusted,Dollars,81,thousands,3,v42170603,5.2.1.1,27710,,,0
2020-12,New Brunswick,2016A000213,Limited-service eating places [722512],Receipts,Unadjusted,Dollars,81,thousands,3,v42170605,5.3.1.1,55701,,,0
2020-12,Quebec,2016A000224,"Total, food services and drinking places",Receipts,Unadjusted,Dollars,81,thousands,3,v42170611,6.1.1.1,731769,,,0
2020-12,Quebec,2016A000224,"Total, food services and drinking places",Receipts,Seasonally adjusted,Dollars,81,thousands,3,v42170710,6.1.1.2,744157,,,0
2020-12,Quebec,2016A000224,Special food services [7223],Receipts,Unadjusted,Dollars,81,thousands,3,v42170617,6.4.1.1,58751,,,0
2020-12,Quebec,2016A000224,Drinking places (alcoholic beverages) [7224],Receipts,Unadjusted,Dollars,81,thousands,3,v42170619,6.5.1.1,12353,,,0
2020-12,Quebec,2016A000224,Full-service restaurants [722511],Receipts,Unadjusted,Dollars,81,thousands,3,v42170613,6.2.1.1,267968,,,0
2020-12,Quebec,2016A000224,Limited-service eating places [722512],Receipts,Unadjusted,Dollars,81,thousands,3,v42170615,6.3.1.1,392697,,,0
2020-12,Ontario,2016A000235,"Total, food services and drinking places",Receipts,Unadjusted,Dollars,81,thousands,3,v42170621,7.1.1.1,1658072,,,0
2020-12,Ontario,2016A000235,"Total, food services and drinking places",Receipts,Seasonally adjusted,Dollars,81,thousands,3,v42170711,7.1.1.2,1596885,,,0
2020-12,Ontario,2016A000235,Special food services [7223],Receipts,Unadjusted,Dollars,81,thousands,3,v42170627,7.4.1.1,102931,,,0
2020-12,Ontario,2016A000235,Drinking places (alcoholic beverages) [7224],Receipts,Unadjusted,Dollars,81,thousands,3,v42170629,7.5.1.1,11181,,,0
2020-12,Ontario,2016A000235,Full-service restaurants [722511],Receipts,Unadjusted,Dollars,81,thousands,3,v42170623,7.2.1.1,528953,,,0
2020-12,Ontario,2016A000235,Limited-service eating places [722512],Receipts,Unadjusted,Dollars,81,thousands,3,v42170625,7.3.1.1,1015007,,,0
2020-12,Manitoba,2016A000246,"Total, food services and drinking places",Receipts,Unadjusted,Dollars,81,thousands,3,v42170631,8.1.1.1,123046,,,0
2020-12,Manitoba,2016A000246,"Total, food services and drinking places",Receipts,Seasonally adjusted,Dollars,81,thousands,3,v42170712,8.1.1.2,121752,,,0
2020-12,Manitoba,2016A000246,Special food services [7223],Receipts,Unadjusted,Dollars,81,thousands,3,v42170637,8.4.1.1,6444,,,0
2020-12,Manitoba,2016A000246,Drinking places (alcoholic beverages) [7224],Receipts,Unadjusted,Dollars,81,thousands,3,v42170639,8.5.1.1,620,,,0
2020-12,Manitoba,2016A000246,Full-service restaurants [722511],Receipts,Unadjusted,Dollars,81,thousands,3,v42170633,8.2.1.1,37921,,,0
2020-12,Manitoba,2016A000246,Limited-service eating places [722512],Receipts,Unadjusted,Dollars,81,thousands,3,v42170635,8.3.1.1,78061,,,0
2020-12,Saskatchewan,2016A000247,"Total, food services and drinking places",Receipts,Unadjusted,Dollars,81,thousands,3,v42170641,9.1.1.1,131295,,,0
2020-12,Saskatchewan,2016A000247,"Total, food services and drinking places",Receipts,Seasonally adjusted,Dollars,81,thousands,3,v42170713,9.1.1.2,133999,,,0
2020-12,Saskatchewan,2016A000247,Special food services [7223],Receipts,Unadjusted,Dollars,81,thousands,3,v42170647,9.4.1.1,6115,,,0
2020-12,Saskatchewan,2016A000247,Drinking places (alcoholic beverages) [7224],Receipts,Unadjusted,Dollars,81,thousands,3,v42170649,9.5.1.1,4269,,,0
2020-12,Saskatchewan,2016A000247,Full-service restaurants [722511],Receipts,Unadjusted,Dollars,81,thousands,3,v42170643,9.2.1.1,42497,,,0
2020-12,Saskatchewan,2016A000247,Limited-service eating places [722512],Receipts,Unadjusted,Dollars,81,thousands,3,v42170645,9.3.1.1,78414,,,0
2020-12,Alberta,2016A000248,"Total, food services and drinking places",Receipts,Unadjusted,Dollars,81,thousands,3,v42170651,10.1.1.1,533123,,,0
2020-12,Alberta,2016A000248,"Total, food services and drinking places",Receipts,Seasonally adjusted,Dollars,81,thousands,3,v42170714,10.1.1.2,538589,,,0
2020-12,Alberta,2016A000248,Special food services [7223],Receipts,Unadjusted,Dollars,81,thousands,3,v42170657,10.4.1.1,30136,,,0
2020-12,Alberta,2016A000248,Drinking places (alcoholic beverages) [7224],Receipts,Unadjusted,Dollars,81,thousands,3,v42170659,10.5.1.1,6800,,,0
2020-12,Alberta,2016A000248,Full-service restaurants [722511],Receipts,Unadjusted,Dollars,81,thousands,3,v42170653,10.2.1.1,166105,,,0
2020-12,Alberta,2016A000248,Limited-service eating places [722512],Receipts,Unadjusted,Dollars,81,thousands,3,v42170655,10.3.1.1,330083,,,0
2020-12,British Columbia,2016A000259,"Total, food services and drinking places",Receipts,Unadjusted,Dollars,81,thousands,3,v42170661,11.1.1.1,814948,,,0
2020-12,British Columbia,2016A000259,"Total, food services and drinking places",Receipts,Seasonally adjusted,Dollars,81,thousands,3,v42170715,11.1.1.2,814801,,,0
2020-12,British Columbia,2016A000259,Special food services [7223],Receipts,Unadjusted,Dollars,81,thousands,3,v42170667,11.4.1.1,51480,,,0
2020-12,British Columbia,2016A000259,Drinking places (alcoholic beverages) [7224],Receipts,Unadjusted,Dollars,81,thousands,3,v42170669,11.5.1.1,40384,,,0
2020-12,British Columbia,2016A000259,Full-service restaurants [722511],Receipts,Unadjusted,Dollars,81,thousands,3,v42170663,11.2.1.1,357434,,,0
2020-12,British Columbia,2016A000259,Limited-service eating places [722512],Receipts,Unadjusted,Dollars,81,thousands,3,v42170665,11.3.1.1,365650,,,0
2020-12,Yukon,2016A000260,"Total, food services and drinking places",Receipts,Unadjusted,Dollars,81,thousands,3,v42170671,12.1.1.1,5616,,,0
2020-12,Yukon,2016A000260,"Total, food services and drinking places",Receipts,Seasonally adjusted,Dollars,81,thousands,3,v42170716,12.1.1.2,6104,,,0
2020-12,Yukon,2016A000260,Special food services [7223],Receipts,Unadjusted,Dollars,81,thousands,3,v42170677,12.4.1.1,,x,,0
2020-12,Yukon,2016A000260,Drinking places (alcoholic beverages) [7224],Receipts,Unadjusted,Dollars,81,thousands,3,v42170679,12.5.1.1,,x,,0
2020-12,Yukon,2016A000260,Full-service restaurants [722511],Receipts,Unadjusted,Dollars,81,thousands,3,v42170673,12.2.1.1,,x,,0
2020-12,Yukon,2016A000260,Limited-service eating places [722512],Receipts,Unadjusted,Dollars,81,thousands,3,v42170675,12.3.1.1,,x,,0
2020-12,Northwest Territories,2016A000261,"Total, food services and drinking places",Receipts,Unadjusted,Dollars,81,thousands,3,v42170681,13.1.1.1,4493,,,0
2020-12,Northwest Territories,2016A000261,"Total, food services and drinking places",Receipts,Seasonally adjusted,Dollars,81,thousands,3,v42170717,13.1.1.2,4708,,,0
2020-12,Northwest Territories,2016A000261,Special food services [7223],Receipts,Unadjusted,Dollars,81,thousands,3,v42170687,13.4.1.1,,x,,0
2020-12,Northwest Territories,2016A000261,Drinking places (alcoholic beverages) [7224],Receipts,Unadjusted,Dollars,81,thousands,3,v42170689,13.5.1.1,,x,,0
2020-12,Northwest Territories,2016A000261,Full-service restaurants [722511],Receipts,Unadjusted,Dollars,81,thousands,3,v42170683,13.2.1.1,,x,,0
2020-12,Northwest Territories,2016A000261,Limited-service eating places [722512],Receipts,Unadjusted,Dollars,81,thousands,3,v42170685,13.3.1.1,,x,,0
2020-12,Nunavut,2016A000262,"Total, food services and drinking places",Receipts,Unadjusted,Dollars,81,thousands,3,v42170691,14.1.1.1,1460,,,0
2020-12,Nunavut,2016A000262,"Total, food services and drinking places",Receipts,Seasonally adjusted,Dollars,81,thousands,3,v42170718,14.1.1.2,1522,,,0
2020-12,Nunavut,2016A000262,Special food services [7223],Receipts,Unadjusted,Dollars,81,thousands,3,v42170697,14.4.1.1,,x,,0
2020-12,Nunavut,2016A000262,Drinking places (alcoholic beverages) [7224],Receipts,Unadjusted,Dollars,81,thousands,3,v42170699,14.5.1.1,,..,,0
2020-12,Nunavut,2016A000262,Full-service restaurants [722511],Receipts,Unadjusted,Dollars,81,thousands,3,v42170693,14.2.1.1,,x,,0
2020-12,Nunavut,2016A000262,Limited-service eating places [722512],Receipts,Unadjusted,Dollars,81,thousands,3,v42170695,14.3.1.1,,x,,0
2021-01,Canada,2016A000011124,"Total, food services and drinking places",Receipts,Unadjusted,Dollars,81,thousands,3,v42170561,1.1.1.1,3741582,,,0
2021-01,Canada,2016A000011124,"Total, food services and drinking places",Receipts,Seasonally adjusted,Dollars,81,thousands,3,v42170701,1.1.1.2,4201977,,,0
2021-01,Canada,2016A000011124,Special food services [7223],Receipts,Unadjusted,Dollars,81,thousands,3,v42170567,1.4.1.1,214549,,,0
2021-01,Canada,2016A000011124,Special food services [7223],Receipts,Seasonally adjusted,Dollars,81,thousands,3,v42170704,1.4.1.2,245681,,,0
2021-01,Canada,2016A000011124,Drinking places (alcoholic beverages) [7224],Receipts,Unadjusted,Dollars,81,thousands,3,v42170569,1.5.1.1,56432,,,0
2021-01,Canada,2016A000011124,Drinking places (alcoholic beverages) [7224],Receipts,Seasonally adjusted,Dollars,81,thousands,3,v42170705,1.5.1.2,62916,,,0
2021-01,Canada,2016A000011124,Full-service restaurants [722511],Receipts,Unadjusted,Dollars,81,thousands,3,v42170563,1.2.1.1,1244839,,,0
2021-01,Canada,2016A000011124,Full-service restaurants [722511],Receipts,Seasonally adjusted,Dollars,81,thousands,3,v42170702,1.2.1.2,1387818,,,0
2021-01,Canada,2016A000011124,Limited-service eating places [722512],Receipts,Unadjusted,Dollars,81,thousands,3,v42170565,1.3.1.1,2225761,,,0
2021-01,Canada,2016A000011124,Limited-service eating places [722512],Receipts,Seasonally adjusted,Dollars,81,thousands,3,v42170703,1.3.1.2,2505562,,,0
2021-01,Newfoundland and Labrador,2016A000210,"Total, food services and drinking places",Receipts,Unadjusted,Dollars,81,thousands,3,v42170571,2.1.1.1,56767,,,0
2021-01,Newfoundland and Labrador,2016A000210,"Total, food services and drinking places",Receipts,Seasonally adjusted,Dollars,81,thousands,3,v42170706,2.1.1.2,66412,,,0
2021-01,Newfoundland and Labrador,2016A000210,Special food services [7223],Receipts,Unadjusted,Dollars,81,thousands,3,v42170577,2.4.1.1,,x,,0
2021-01,Newfoundland and Labrador,2016A000210,Drinking places (alcoholic beverages) [7224],Receipts,Unadjusted,Dollars,81,thousands,3,v42170579,2.5.1.1,,x,,0
2021-01,Newfoundland and Labrador,2016A000210,Full-service restaurants [722511],Receipts,Unadjusted,Dollars,81,thousands,3,v42170573,2.2.1.1,16716,,,0
2021-01,Newfoundland and Labrador,2016A000210,Limited-service eating places [722512],Receipts,Unadjusted,Dollars,81,thousands,3,v42170575,2.3.1.1,35578,,,0
2021-01,Prince Edward Island,2016A000211,"Total, food services and drinking places",Receipts,Unadjusted,Dollars,81,thousands,3,v42170581,3.1.1.1,20091,,,0
2021-01,Prince Edward Island,2016A000211,"Total, food services and drinking places",Receipts,Seasonally adjusted,Dollars,81,thousands,3,v42170707,3.1.1.2,25580,,,0
2021-01,Prince Edward Island,2016A000211,Special food services [7223],Receipts,Unadjusted,Dollars,81,thousands,3,v42170587,3.4.1.1,,x,,0
2021-01,Prince Edward Island,2016A000211,Drinking places (alcoholic beverages) [7224],Receipts,Unadjusted,Dollars,81,thousands,3,v42170589,3.5.1.1,,x,,0
2021-01,Prince Edward Island,2016A000211,Full-service restaurants [722511],Receipts,Unadjusted,Dollars,81,thousands,3,v42170583,3.2.1.1,7241,,,0
2021-01,Prince Edward Island,2016A000211,Limited-service eating places [722512],Receipts,Unadjusted,Dollars,81,thousands,3,v42170585,3.3.1.1,12304,,,0
2021-01,Nova Scotia,2016A000212,"Total, food services and drinking places",Receipts,Unadjusted,Dollars,81,thousands,3,v42170591,4.1.1.1,108714,,,0
2021-01,Nova Scotia,2016A000212,"Total, food services and drinking places",Receipts,Seasonally adjusted,Dollars,81,thousands,3,v42170708,4.1.1.2,128574,,,0
2021-01,Nova Scotia,2016A000212,Special food services [7223],Receipts,Unadjusted,Dollars,81,thousands,3,v42170597,4.4.1.1,4260,,,0
2021-01,Nova Scotia,2016A000212,Drinking places (alcoholic beverages) [7224],Receipts,Unadjusted,Dollars,81,thousands,3,v42170599,4.5.1.1,1462,,,0
2021-01,Nova Scotia,2016A000212,Full-service restaurants [722511],Receipts,Unadjusted,Dollars,81,thousands,3,v42170593,4.2.1.1,35347,,,0
2021-01,Nova Scotia,2016A000212,Limited-service eating places [722512],Receipts,Unadjusted,Dollars,81,thousands,3,v42170595,4.3.1.1,67644,,,0
2021-01,New Brunswick,2016A000213,"Total, food services and drinking places",Receipts,Unadjusted,Dollars,81,thousands,3,v42170601,5.1.1.1,68965,,,0
2021-01,New Brunswick,2016A000213,"Total, food services and drinking places",Receipts,Seasonally adjusted,Dollars,81,thousands,3,v42170709,5.1.1.2,79463,,,0
2021-01,New Brunswick,2016A000213,Special food services [7223],Receipts,Unadjusted,Dollars,81,thousands,3,v42170607,5.4.1.1,1681,,,0
2021-01,New Brunswick,2016A000213,Drinking places (alcoholic beverages) [7224],Receipts,Unadjusted,Dollars,81,thousands,3,v42170609,5.5.1.1,2024,,,0
2021-01,New Brunswick,2016A000213,Full-service restaurants [722511],Receipts,Unadjusted,Dollars,81,thousands,3,v42170603,5.2.1.1,18218,,,0
2021-01,New Brunswick,2016A000213,Limited-service eating places [722512],Receipts,Unadjusted,Dollars,81,thousands,3,v42170605,5.3.1.1,47042,,,0
2021-01,Quebec,2016A000224,"Total, food services and drinking places",Receipts,Unadjusted,Dollars,81,thousands,3,v42170611,6.1.1.1,621230,,,0
2021-01,Quebec,2016A000224,"Total, food services and drinking places",Receipts,Seasonally adjusted,Dollars,81,thousands,3,v42170710,6.1.1.2,728688,,,0
2021-01,Quebec,2016A000224,Special food services [7223],Receipts,Unadjusted,Dollars,81,thousands,3,v42170617,6.4.1.1,40755,,,0
2021-01,Quebec,2016A000224,Drinking places (alcoholic beverages) [7224],Receipts,Unadjusted,Dollars,81,thousands,3,v42170619,6.5.1.1,5936,,,0
2021-01,Quebec,2016A000224,Full-service restaurants [722511],Receipts,Unadjusted,Dollars,81,thousands,3,v42170613,6.2.1.1,231885,,,0
2021-01,Quebec,2016A000224,Limited-service eating places [722512],Receipts,Unadjusted,Dollars,81,thousands,3,v42170615,6.3.1.1,342654,,,0
2021-01,Ontario,2016A000235,"Total, food services and drinking places",Receipts,Unadjusted,Dollars,81,thousands,3,v42170621,7.1.1.1,1353686,,,0
2021-01,Ontario,2016A000235,"Total, food services and drinking places",Receipts,Seasonally adjusted,Dollars,81,thousands,3,v42170711,7.1.1.2,1491925,,,0
2021-01,Ontario,2016A000235,Special food services [7223],Receipts,Unadjusted,Dollars,81,thousands,3,v42170627,7.4.1.1,82978,,,0
2021-01,Ontario,2016A000235,Drinking places (alcoholic beverages) [7224],Receipts,Unadjusted,Dollars,81,thousands,3,v42170629,7.5.1.1,5684,,,0
2021-01,Ontario,2016A000235,Full-service restaurants [722511],Receipts,Unadjusted,Dollars,81,thousands,3,v42170623,7.2.1.1,369582,,,0
2021-01,Ontario,2016A000235,Limited-service eating places [722512],Receipts,Unadjusted,Dollars,81,thousands,3,v42170625,7.3.1.1,895441,,,0
2021-01,Manitoba,2016A000246,"Total, food services and drinking places",Receipts,Unadjusted,Dollars,81,thousands,3,v42170631,8.1.1.1,117492,,,0
2021-01,Manitoba,2016A000246,"Total, food services and drinking places",Receipts,Seasonally adjusted,Dollars,81,thousands,3,v42170712,8.1.1.2,129334,,,0
2021-01,Manitoba,2016A000246,Special food services [7223],Receipts,Unadjusted,Dollars,81,thousands,3,v42170637,8.4.1.1,6223,,,0
2021-01,Manitoba,2016A000246,Drinking places (alcoholic beverages) [7224],Receipts,Unadjusted,Dollars,81,thousands,3,v42170639,8.5.1.1,377,,,0
2021-01,Manitoba,2016A000246,Full-service restaurants [722511],Receipts,Unadjusted,Dollars,81,thousands,3,v42170633,8.2.1.1,32852,,,0
2021-01,Manitoba,2016A000246,Limited-service eating places [722512],Receipts,Unadjusted,Dollars,81,thousands,3,v42170635,8.3.1.1,78039,,,0
2021-01,Saskatchewan,2016A000247,"Total, food services and drinking places",Receipts,Unadjusted,Dollars,81,thousands,3,v42170641,9.1.1.1,126022,,,0
2021-01,Saskatchewan,2016A000247,"Total, food services and drinking places",Receipts,Seasonally adjusted,Dollars,81,thousands,3,v42170713,9.1.1.2,138775,,,0
2021-01,Saskatchewan,2016A000247,Special food services [7223],Receipts,Unadjusted,Dollars,81,thousands,3,v42170647,9.4.1.1,5319,,,0
2021-01,Saskatchewan,2016A000247,Drinking places (alcoholic beverages) [7224],Receipts,Unadjusted,Dollars,81,thousands,3,v42170649,9.5.1.1,2685,,,0
2021-01,Saskatchewan,2016A000247,Full-service restaurants [722511],Receipts,Unadjusted,Dollars,81,thousands,3,v42170643,9.2.1.1,44278,,,0
2021-01,Saskatchewan,2016A000247,Limited-service eating places [722512],Receipts,Unadjusted,Dollars,81,thousands,3,v42170645,9.3.1.1,73739,,,0
2021-01,Alberta,2016A000248,"Total, food services and drinking places",Receipts,Unadjusted,Dollars,81,thousands,3,v42170651,10.1.1.1,475898,,,0
2021-01,Alberta,2016A000248,"Total, food services and drinking places",Receipts,Seasonally adjusted,Dollars,81,thousands,3,v42170714,10.1.1.2,531419,,,0
2021-01,Alberta,2016A000248,Special food services [7223],Receipts,Unadjusted,Dollars,81,thousands,3,v42170657,10.4.1.1,26090,,,0
2021-01,Alberta,2016A000248,Drinking places (alcoholic beverages) [7224],Receipts,Unadjusted,Dollars,81,thousands,3,v42170659,10.5.1.1,2871,,,0
